action_interval,max_length,displacement
0.7,1.25,0.3396787055434432
0.7,1.3,0.5139809019079083
0.7,1.35,0.7272898282339457
0.7,1.4,0.9790100560834265
0.7,1.45,1.2677466705247504
0.7,1.5,1.5911999041297158
0.7,1.55,1.9468383426277602
0.7,1.6,2.3310028718048432
0.7,1.65,2.739728817419136
0.7,1.7,3.1684874456273984
0.7,1.75,3.5891797896171362
0.7,1.8,3.9800711492399716
0.7,1.85,4.338190506316134
0.7,1.9,4.660866412966626
0.7,1.95,4.947693650811504
0.75,1.1,0.0404104737882083
0.75,1.15,0.10014739064236962
0.75,1.2,0.19222852661672038
0.75,1.25,0.31920110738156365
0.75,1.3,0.4823619322645345
0.75,1.35,0.6819568960471423
0.75,1.4,0.9174372146890581
0.75,1.45,1.187441123358484
0.75,1.5,1.489935468597413
0.75,1.55,1.8224482115590923
0.75,1.6,2.181635871873462
0.75,1.65,2.5637306635734514
0.75,1.7,2.9645791176183494
0.75,1.75,3.378382305407602
0.75,1.8,3.7824077472589592
0.75,1.85,4.158273928115649
0.75,1.9,4.501725718290429
0.75,1.95,4.812489185949577
0.8,1.1,0.03634094624465212
0.8,1.15,0.09165377272095597
0.8,1.2,0.17731558777178405
0.8,1.25,0.2956926152408252
0.8,1.3,0.4480482805219424
0.8,1.35,0.6345833295230954
0.8,1.4,0.8547802811666748
0.8,1.45,1.1073642198080254
0.8,1.5,1.3904266277149564
0.8,1.55,1.7016628984479245
0.8,1.6,2.037950450292445
0.8,1.65,2.395749912773694
0.8,1.7,2.7711043821252006
0.8,1.75,3.1587287206612977
0.8,1.8,3.553385238904362
0.8,1.85,3.934558413785775
0.8,1.9,4.291405452141495
0.8,1.95,4.616347893836374
0.85,1.1,0.03486428733806272
0.85,1.15,0.0871952459231083
0.85,1.2,0.16806695850372308
0.85,1.25,0.279684708552236
0.85,1.3,0.42323689180939034
0.85,1.35,0.5989148795486287
0.85,1.4,0.8062372779434668
0.85,1.45,1.044050264766985
0.85,1.5,1.3104692056821943
0.85,1.55,1.603398189415585
0.85,1.6,1.919841273791566
0.85,1.65,2.2565431128626465
0.85,1.7,2.60968508376965
0.85,1.75,2.9743364944604562
0.85,1.8,3.3457385429143796
0.85,1.85,3.716531993109658
0.85,1.9,4.0709858202327736
0.85,1.95,4.398858134812719
0.9,1.1,0.031246062328293866
0.9,1.15,0.0798301266935715
0.9,1.2,0.15535721169812464
0.9,1.25,0.25996975968277286
0.9,1.3,0.3947238552631944
0.9,1.35,0.5598662286689559
0.9,1.4,0.754882717775012
0.9,1.45,0.9787197510493865
0.9,1.5,1.229592148817237
0.9,1.55,1.5055000251984862
0.9,1.6,1.803636984260563
0.9,1.65,2.120900766978449
0.9,1.7,2.4537490085244706
0.9,1.75,2.797495958187069
0.9,1.8,3.1475967780679137
0.9,1.85,3.4972352382691896
0.9,1.9,3.8363035815475297
0.9,1.95,4.161903419214956
0.95,1.1,0.031172132569999362
0.95,1.15,0.07797706055998892
0.95,1.2,0.15029836920342102
0.95,1.25,0.25015265969222106
0.95,1.3,0.37855153293789306
0.95,1.35,0.5357005852465818
0.95,1.4,0.7211517684611497
0.95,1.45,0.9338273306629304
0.95,1.5,1.1721079761673474
0.95,1.55,1.4340759691955582
0.95,1.6,1.717066430590882
0.95,1.65,2.0182040960336907
0.95,1.7,2.3339363199777297
0.95,1.75,2.6600455907475404
0.95,1.8,2.992116645660413
0.95,1.85,3.32372959586408
0.95,1.9,3.6443900228350476
0.95,1.95,3.9521671040475024
